サンプル名,Ce,Co,Zn,Ce5Co19,Ce2Co17,Ce1Co5,CeO2_cubic,Ce2O3_trig,Co_cubic,T_a,Coercivity,XRD サンプル名
CeCo_2-7_35_20,17.478404910000002,82.52159509,0.0,0.449,0.303,0.234,0.0151,0.0,0.0,450,1.1268497724862607,CeCo_2-7_294.xy
CeCo_2-7_40_20,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_311.xy
CeCo_2-7_-40_25,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_40.xy
CeCo_2-7_-35_25,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_57.xy
CeCo_2-7_-30_25,18.24968903,81.75031097,0.0,0.416,0.414,0.1307,0.0402,0.0,0.0,450,0.9209957243712021,CeCo_2-7_74.xy
CeCo_2-7_-25_25,18.66608643,81.33391357,0.0,0.56,0.304,0.099,0.0383,0.0,0.0,450,0.6583647413375178,CeCo_2-7_91.xy
CeCo_2-7_-20_25,19.15780414,80.84219586,0.0,0.562,0.192,0.201,0.0456,0.0,0.0,450,0.46931671498027927,CeCo_2-7_108.xy
CeCo_2-7_-15_25,20.21009742,79.78990258,0.0,0.598,0.1067,0.252,0.0433,0.0,0.0,450,0.3791208286054458,CeCo_2-7_125.xy
CeCo_2-7_-10_25,20.62181407,79.37818593,0.0,0.505,0.232,0.258,0.0057,0.0,0.0,450,0.3087237704934121,CeCo_2-7_142.xy
CeCo_2-7_-5_25,20.443905779999998,79.55609421999999,0.0,0.516,0.256,0.179,0.0492,0.0,0.0,450,0.22616537882483545,CeCo_2-7_159.xy
CeCo_2-7_0_25,20.87775443,79.12224557,0.0,0.656,0.237,0.058,0.049,0.0,0.0,450,0.1826854912257954,CeCo_2-7_176.xy
CeCo_2-7_5_25,20.589216739999998,79.41078325999999,0.0,0.56,0.289,0.087,0.0641,0.0,0.0,450,0.18703494340839494,CeCo_2-7_193.xy
CeCo_2-7_10_25,20.84857576,79.15142424,0.0,0.605,0.261,0.089,0.0452,0.0,0.0,450,0.21295143187411297,CeCo_2-7_210.xy
CeCo_2-7_15_25,20.433778359999998,79.56622164,0.0,0.636,0.259,0.063,0.042,0.0,0.0,450,0.19169607228962454,CeCo_2-7_227.xy
CeCo_2-7_20_25,20.11758585,79.88241415,0.0,0.625,0.271,0.065,0.0381,0.0,0.0,450,0.27965786349844846,CeCo_2-7_244.xy
CeCo_2-7_25_25,19.61733516,80.38266483999999,0.0,0.645,0.233,0.088,0.0338,0.0,0.0,450,0.3344920097927439,CeCo_2-7_261.xy
CeCo_2-7_30_25,19.27927579,80.72072421,0.0,0.622,0.243,0.1,0.0358,0.0,0.0,450,0.4161732057219525,CeCo_2-7_278.xy
CeCo_2-7_35_25,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_295.xy
CeCo_2-7_40_25,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_312.xy
CeCo_2-7_-40_30,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_41.xy
CeCo_2-7_-35_30,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_58.xy
CeCo_2-7_-30_30,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_75.xy
CeCo_2-7_-25_30,19.24365009,80.75634991,0.0,0.509,0.259,0.152,0.08,0.0,0.0,450,0.3646688651337726,CeCo_2-7_92.xy
CeCo_2-7_-20_30,20.08629226,79.91370773999999,0.0,0.561,0.253,0.109,0.0763,0.0,0.0,450,0.30474852105589095,CeCo_2-7_109.xy
CeCo_2-7_-15_30,20.07032422,79.92967578,0.0,0.646,0.202,0.081,0.0707,0.0,0.0,450,0.26536572632926236,CeCo_2-7_126.xy
CeCo_2-7_-10_30,20.76723695,79.23276305,0.0,0.641,0.245,0.042,0.0722,0.0,0.0,450,0.2046270256272375,CeCo_2-7_143.xy
CeCo_2-7_-5_30,20.915356539999998,79.08464346000001,0.0,0.646,0.235,0.047,0.0713,0.0,0.0,450,0.16333272666619714,CeCo_2-7_160.xy
CeCo_2-7_0_30,21.178356230000002,78.82164377000001,0.0,0.645,0.25,0.037,0.0688,0.0,0.0,450,0.15298464493735664,CeCo_2-7_177.xy
CeCo_2-7_5_30,21.42553432,78.57446568,0.0,0.638,0.24,0.048,0.0728,0.0,0.0,450,0.13042972864731256,CeCo_2-7_194.xy
CeCo_2-7_10_30,21.20364022,78.79635978,0.0,0.613,0.241,0.067,0.0788,0.0,0.0,450,0.15038966173694535,CeCo_2-7_211.xy
CeCo_2-7_15_30,21.26576376,78.73423624,0.0,0.639,0.244,0.045,0.0718,0.0,0.0,450,0.16409384646509606,CeCo_2-7_228.xy
CeCo_2-7_20_30,20.92164696,79.07835304000001,0.0,0.636,0.241,0.05,0.0733,0.0,0.0,450,0.19926563183705998,CeCo_2-7_245.xy
CeCo_2-7_25_30,19.71579508,80.28420492000001,0.0,0.62,0.226,0.085,0.0684,0.0,0.0,450,0.20513556939371805,CeCo_2-7_262.xy
CeCo_2-7_30_30,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_279.xy
CeCo_2-7_35_30,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_296.xy
CeCo_2-7_40_30,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_313.xy
CeCo_2-7_-40_35,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_42.xy
CeCo_2-7_-35_35,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_59.xy
CeCo_2-7_-30_35,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_76.xy
CeCo_2-7_-25_35,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_93.xy
CeCo_2-7_-20_35,20.306548239999998,79.69345176,0.0,0.556,0.253,0.052,0.139,0.0,0.0,450,0.20561716742275282,CeCo_2-7_110.xy
CeCo_2-7_-15_35,20.99499865,79.00500135,0.0,0.597,0.28,0.0,0.123,0.0,0.0,450,0.20438209620651382,CeCo_2-7_127.xy
CeCo_2-7_-10_35,21.360442130000003,78.63955787,0.0,0.579,0.25,0.051,0.1203,0.0,0.0,450,0.16847269676832688,CeCo_2-7_144.xy
CeCo_2-7_-5_35,21.526490810000002,78.47350919,0.0,0.564,0.26,0.055,0.1217,0.0,0.0,450,0.11163633981748489,CeCo_2-7_161.xy
CeCo_2-7_0_35,21.90886353,78.09113647,0.0,0.563,0.257,0.058,0.1215,0.0,0.0,450,0.11152767036560596,CeCo_2-7_178.xy
CeCo_2-7_5_35,21.65412177,78.34587823,0.0,0.551,0.27,0.056,0.1236,0.0,0.0,450,0.12631593318839618,CeCo_2-7_195.xy
CeCo_2-7_10_35,21.50329791,78.49670209,0.0,0.559,0.267,0.045,0.1289,0.0,0.0,450,0.1218849987442262,CeCo_2-7_212.xy
CeCo_2-7_15_35,21.3685137,78.63148629999999,0.0,0.573,0.295,0.0018,0.13,0.0,0.0,450,0.09434290057358223,CeCo_2-7_229.xy
CeCo_2-7_20_35,21.0393462,78.9606538,0.0,0.558,0.261,0.046,0.1349,0.0,0.0,450,0.1272427560952052,CeCo_2-7_246.xy
CeCo_2-7_25_35,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_263.xy
CeCo_2-7_30_35,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_280.xy
CeCo_2-7_35_35,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_297.xy
CeCo_2-7_40_35,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_314.xy
CeCo_2-7_-40_40,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_43.xy
CeCo_2-7_-35_40,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_60.xy
CeCo_2-7_-30_40,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_77.xy
CeCo_2-7_-25_40,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_94.xy
CeCo_2-7_-20_40,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_111.xy
CeCo_2-7_-15_40,21.3029318,78.6970682,0.0,0.424,0.331,0.051,0.194,0.0,0.0,450,,CeCo_2-7_128.xy
CeCo_2-7_-10_40,21.29390391,78.70609609,0.0,0.426,0.384,0.0022,0.1879,0.0,0.0,450,0.10949994478023603,CeCo_2-7_145.xy
CeCo_2-7_-5_40,21.90037078,78.09962922,0.0,0.457,0.363,0.0006,0.1796,0.0,0.0,450,0.08589760195208779,CeCo_2-7_162.xy
CeCo_2-7_0_40,22.1290823,77.87091769999999,0.0,0.433,0.336,0.048,0.1825,0.0,0.0,450,0.10600429490522882,CeCo_2-7_179.xy
CeCo_2-7_5_40,22.03362207,77.96637793,0.0,0.418,0.389,0.0017,0.1912,0.0,0.0,450,0.08890977302399351,CeCo_2-7_196.xy
CeCo_2-7_10_40,21.99033893,78.00966107,0.0,0.435,0.335,0.046,0.1832,0.0,0.0,450,0.0900318720628796,CeCo_2-7_213.xy
CeCo_2-7_15_40,21.39822582,78.60177417999999,0.0,0.414,0.338,0.049,0.1995,0.0,0.0,450,,CeCo_2-7_230.xy
CeCo_2-7_20_40,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_247.xy
CeCo_2-7_25_40,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_264.xy
CeCo_2-7_30_40,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_281.xy
CeCo_2-7_35_40,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_298.xy
CeCo_2-7_40_40,,,0.0,,,,,0.0,0.0,450,,CeCo_2-7_315.xy
CeCo_2-10_-40_-40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_27.xy
CeCo_2-10_-35_-40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_44.xy
CeCo_2-10_-30_-40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_61.xy
CeCo_2-10_-25_-40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_78.xy
CeCo_2-10_-20_-40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_95.xy
CeCo_2-10_-15_-40,6.883247099,93.1167529,0.0,0.217,0.43,0.303,0.0491,0.0,0.0,500,,CeCo_2-10_112.xy
CeCo_2-10_-10_-40,7.041784164000001,92.95821584000001,0.0,0.212,0.506,0.244,0.0391,0.0,0.0,500,0.03527081526793202,CeCo_2-10_129.xy
CeCo_2-10_-5_-40,7.175077836000001,92.82492216,0.0,0.305,0.3,0.342,0.0533,0.0,0.0,500,0.030695490840081843,CeCo_2-10_146.xy
CeCo_2-10_0_-40,7.142374453,92.85762555,0.0,0.283,0.609,0.093,0.0152,0.0,0.0,500,0.04837464290246987,CeCo_2-10_163.xy
CeCo_2-10_5_-40,6.939623291999999,93.06037671,0.0,0.349,0.211,0.381,0.0601,0.0,0.0,500,0.03344496443988074,CeCo_2-10_180.xy
CeCo_2-10_10_-40,7.051659594999999,92.94834041,0.0,0.7,0.0,0.25,0.037,0.0,0.0,500,0.03457188453853316,CeCo_2-10_197.xy
CeCo_2-10_15_-40,7.0136075049999995,92.98639250000001,0.0,0.234,0.342,0.376,0.0484,0.0,0.0,500,,CeCo_2-10_214.xy
CeCo_2-10_20_-40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_231.xy
CeCo_2-10_25_-40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_248.xy
CeCo_2-10_30_-40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_265.xy
CeCo_2-10_35_-40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_282.xy
CeCo_2-10_40_-40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_299.xy
CeCo_2-10_-40_-35,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_28.xy
CeCo_2-10_-35_-35,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_45.xy
CeCo_2-10_-30_-35,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_62.xy
CeCo_2-10_-25_-35,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_79.xy
CeCo_2-10_-20_-35,7.8834971320000005,92.11650287,0.0,0.225,0.382,0.343,0.0495,0.0,0.0,500,0.048429650014460646,CeCo_2-10_96.xy
CeCo_2-10_-15_-35,7.7385698409999994,92.26143016,0.0,0.121,0.716,0.153,0.0103,0.0,0.0,500,0.04882918832717327,CeCo_2-10_113.xy
CeCo_2-10_-10_-35,7.893962134000001,92.10603787,0.0,0.138,0.601,0.255,0.0056,0.0,0.0,500,0.049074084085660746,CeCo_2-10_130.xy
CeCo_2-10_-5_-35,8.131694488,91.86830551,0.0,0.1279,0.627,0.237,0.008,0.0,0.0,500,0.04482046285205243,CeCo_2-10_147.xy
CeCo_2-10_0_-35,8.036617338000001,91.96338266000001,0.0,0.109,0.697,0.186,0.0075,0.0,0.0,500,0.04732469012317255,CeCo_2-10_164.xy
CeCo_2-10_5_-35,8.122356171,91.87764383,0.0,0.1357,0.606,0.248,0.0096,0.0,0.0,500,0.02969723037548496,CeCo_2-10_181.xy
CeCo_2-10_10_-35,8.354044357,91.64595564,0.0,0.131,0.67,0.19,0.0093,0.0,0.0,500,0.04567126904374868,CeCo_2-10_198.xy
CeCo_2-10_15_-35,8.161324697,91.83867529999999,0.0,0.198,0.715,0.079,0.0079,0.0,0.0,500,0.03011774459042816,CeCo_2-10_215.xy
CeCo_2-10_20_-35,7.390996356,92.60900364,0.0,0.142,0.635,0.198,0.0257,0.0,0.0,500,0.030058181113670354,CeCo_2-10_232.xy
CeCo_2-10_25_-35,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_249.xy
CeCo_2-10_30_-35,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_266.xy
CeCo_2-10_35_-35,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_283.xy
CeCo_2-10_40_-35,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_300.xy
CeCo_2-10_-40_-30,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_29.xy
CeCo_2-10_-35_-30,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_46.xy
CeCo_2-10_-30_-30,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_63.xy
CeCo_2-10_-25_-30,8.429682404,91.5703176,0.0,0.1307,0.616,0.243,0.0103,0.0,0.0,500,0.05108522845979555,CeCo_2-10_80.xy
CeCo_2-10_-20_-30,8.619563147000001,91.38043685,0.0,0.107,0.702,0.189,0.0022,0.0,0.0,500,0.043828485634439564,CeCo_2-10_97.xy
CeCo_2-10_-15_-30,8.94227779,91.05772221000001,0.0,0.146,0.751,0.1024,0.00078,0.0,0.0,500,0.031091024376643597,CeCo_2-10_114.xy
CeCo_2-10_-10_-30,9.045080523,90.95491948,0.0,0.078,0.763,0.1593,0.0,0.0,0.0,500,0.03480453208052506,CeCo_2-10_131.xy
CeCo_2-10_-5_-30,9.159329456,90.84067054,0.0,0.1303,0.7683,0.1008,0.00062,0.0,0.0,500,0.03292580975209134,CeCo_2-10_148.xy
CeCo_2-10_0_-30,9.328258529,90.67174147,0.0,0.1255,0.8088,0.0603,0.0053,0.0,0.0,500,0.024659269188265068,CeCo_2-10_165.xy
CeCo_2-10_5_-30,9.170507212999999,90.82949279,0.0,0.126,0.742,0.1273,0.0046,0.0,0.0,500,0.039459226353785626,CeCo_2-10_182.xy
CeCo_2-10_10_-30,8.96190588,91.03809412,0.0,0.128,0.774,0.098,0.0005,0.0,0.0,500,0.04759588951072244,CeCo_2-10_199.xy
CeCo_2-10_15_-30,8.850530636,91.14946936,0.0,0.139,0.769,0.0909,0.0012,0.0,0.0,500,0.03477909692768457,CeCo_2-10_216.xy
CeCo_2-10_20_-30,8.445790092,91.55420991,0.0,0.0839,0.79,0.115,0.0107,0.0,0.0,500,0.045470180522566406,CeCo_2-10_233.xy
CeCo_2-10_25_-30,8.249546719000001,91.75045328,0.0,0.111,0.88,0.0,0.011,0.0,0.0,500,0.04157227979432096,CeCo_2-10_250.xy
CeCo_2-10_30_-30,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_267.xy
CeCo_2-10_35_-30,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_284.xy
CeCo_2-10_40_-30,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_301.xy
CeCo_2-10_-40_-25,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_30.xy
CeCo_2-10_-35_-25,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_47.xy
CeCo_2-10_-30_-25,8.954419849,91.04558015,0.0,0.143,0.788,0.0554,0.0129,0.0,0.0,500,0.04534233969536791,CeCo_2-10_64.xy
CeCo_2-10_-25_-25,9.439183768,90.56081623,0.0,0.107,0.744,0.1488,0.0,0.0,0.0,500,0.04165263185546382,CeCo_2-10_81.xy
CeCo_2-10_-20_-25,9.763710193,90.23628981,0.0,0.117,0.825,0.048,0.0096,0.0,0.0,500,0.06014374882140762,CeCo_2-10_98.xy
CeCo_2-10_-15_-25,10.23163022,89.76836978,0.0,0.1181,0.8278,0.046,0.0081,0.0,0.0,500,0.058111596596557555,CeCo_2-10_115.xy
CeCo_2-10_-10_-25,10.39869693,89.60130307,0.0,0.1027,0.7533,0.136,0.0081,0.0,0.0,500,0.06352212618787254,CeCo_2-10_132.xy
CeCo_2-10_-5_-25,10.3094863,89.6905137,0.0,0.12,0.9,0.0,0.008,0.0,0.0,500,0.04508984861742435,CeCo_2-10_149.xy
CeCo_2-10_0_-25,10.48118449,89.51881551000001,0.0,0.12,0.9,0.0,0.007,0.0,0.0,500,0.07547002705316111,CeCo_2-10_166.xy
CeCo_2-10_5_-25,10.407877829999999,89.59212217,0.0,0.1052,0.7507,0.1355,0.0087,0.0,0.0,500,0.04528666984585068,CeCo_2-10_183.xy
CeCo_2-10_10_-25,10.00427445,89.99572555,0.0,0.1123,0.825,0.0548,0.0083,0.0,0.0,500,0.05547200661024255,CeCo_2-10_200.xy
CeCo_2-10_15_-25,9.885380227,90.11461977,0.0,0.1192,0.825,0.0459,0.0103,0.0,0.0,500,0.05811544320776489,CeCo_2-10_217.xy
CeCo_2-10_20_-25,9.809531716,90.19046828,0.0,0.0642,0.816,0.111,0.009,0.0,0.0,500,0.046384312676963094,CeCo_2-10_234.xy
CeCo_2-10_25_-25,9.626710959,90.37328904,0.0,0.127,0.753,0.1136,0.0061,0.0,0.0,500,0.05235327143146008,CeCo_2-10_251.xy
CeCo_2-10_30_-25,9.453347382,90.54665262,0.0,0.0953,0.79,0.101,0.0136,0.0,0.0,500,0.04695049759158208,CeCo_2-10_268.xy
CeCo_2-10_35_-25,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_285.xy
CeCo_2-10_40_-25,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_302.xy
CeCo_2-10_-40_-20,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_31.xy
CeCo_2-10_-35_-20,9.490563294,90.50943671,0.0,0.0585,0.863,0.062,0.0165,0.0,0.0,500,0.043268305868178814,CeCo_2-10_48.xy
CeCo_2-10_-30_-20,9.889980429000001,90.11001957,0.0,0.103,0.8392,0.0515,0.0062,0.0,0.0,500,0.044055306696557654,CeCo_2-10_65.xy
CeCo_2-10_-25_-20,10.76326577,89.23673423,0.0,0.114,0.748,0.1299,0.0086,0.0,0.0,500,0.062270810191454584,CeCo_2-10_82.xy
CeCo_2-10_-20_-20,11.02669768,88.97330232,0.0,0.1119,0.828,0.052,0.0082,0.0,0.0,500,0.06577649661055571,CeCo_2-10_99.xy
CeCo_2-10_-15_-20,11.2377991,88.7622009,0.0,0.0804,0.8552,0.0561,0.0083,0.0,0.0,500,0.07729205900491545,CeCo_2-10_116.xy
CeCo_2-10_-10_-20,11.73570847,88.26429153000001,0.0,0.1046,0.725,0.1621,0.0081,0.0,0.0,500,0.13095408050597368,CeCo_2-10_133.xy
CeCo_2-10_-5_-20,11.88893413,88.11106587,0.0,0.1033,0.748,0.138,0.0107,0.0,0.0,500,0.1478159673200995,CeCo_2-10_150.xy
CeCo_2-10_0_-20,11.80059965,88.19940035,0.0,0.1023,0.805,0.0854,0.0071,0.0,0.0,500,0.18947169156555185,CeCo_2-10_167.xy
CeCo_2-10_5_-20,11.64037066,88.35962934,0.0,0.1048,0.734,0.15,0.0115,0.0,0.0,500,0.18335826418132156,CeCo_2-10_184.xy
CeCo_2-10_10_-20,11.69801818,88.30198182,0.0,0.1053,0.812,0.0745,0.008,0.0,0.0,500,0.13362341143157283,CeCo_2-10_201.xy
CeCo_2-10_15_-20,11.45444988,88.54555012,0.0,0.1193,0.719,0.1539,0.008,0.0,0.0,500,0.09398663926736678,CeCo_2-10_218.xy
CeCo_2-10_20_-20,10.88280071,89.11719929,0.0,0.1198,0.733,0.1387,0.0085,0.0,0.0,500,0.059995030261261295,CeCo_2-10_235.xy
CeCo_2-10_25_-20,10.8288559,89.17114409999999,0.0,0.1066,0.754,0.132,0.0075,0.0,0.0,500,0.07709162676754086,CeCo_2-10_252.xy
CeCo_2-10_30_-20,10.27742559,89.72257441,0.0,0.0638,0.808,0.121,0.0068,0.0,0.0,500,0.04681812725750672,CeCo_2-10_269.xy
CeCo_2-10_35_-20,9.796886514,90.20311348999999,0.0,0.0684,0.821,0.099,0.0111,0.0,0.0,500,0.06288198417740742,CeCo_2-10_286.xy
CeCo_2-10_40_-20,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_303.xy
CeCo_2-10_-40_-15,9.888803322000001,90.11119668,0.0,0.129,0.735,0.123,0.0127,0.0,0.0,500,,CeCo_2-10_32.xy
CeCo_2-10_-35_-15,10.846350489999999,89.15364951,0.0,0.1059,0.8839,0.0,0.0102,0.0,0.0,500,0.04058627103725676,CeCo_2-10_49.xy
CeCo_2-10_-30_-15,11.46812708,88.53187292,0.0,0.116,0.824,0.052,0.0079,0.0,0.0,500,0.04732560571617324,CeCo_2-10_66.xy
CeCo_2-10_-25_-15,11.82925258,88.17074742,0.0,0.1043,0.745,0.138,0.0124,0.0,0.0,500,0.13114673147857842,CeCo_2-10_83.xy
CeCo_2-10_-20_-15,12.363924090000001,87.63607591,0.0,0.0746,0.804,0.1121,0.0097,0.0,0.0,500,0.36851571095099334,CeCo_2-10_100.xy
CeCo_2-10_-15_-15,12.80802003,87.19197997,0.0,0.0922,0.7724,0.1275,0.008,0.0,0.0,500,0.6113540711442578,CeCo_2-10_117.xy
CeCo_2-10_-10_-15,13.080434630000001,86.91956537,0.0,0.0558,0.575,0.362,0.0069,0.0,0.0,500,0.7570480694588375,CeCo_2-10_134.xy
CeCo_2-10_-5_-15,12.79751525,87.20248475,0.0,0.0541,0.542,0.397,0.0073,0.0,0.0,500,0.8811253452220458,CeCo_2-10_151.xy
CeCo_2-10_0_-15,12.87131145,87.12868854999999,0.0,0.0535,0.504,0.436,0.0064,0.0,0.0,500,0.9175469753536525,CeCo_2-10_168.xy
CeCo_2-10_5_-15,13.04625797,86.95374203,0.0,0.0663,0.493,0.434,0.0073,0.0,0.0,500,1.0312684291304681,CeCo_2-10_185.xy
CeCo_2-10_10_-15,12.93680878,87.06319122000001,0.0,0.051,0.791,0.15,0.0082,0.0,0.0,500,0.9282202046889061,CeCo_2-10_202.xy
CeCo_2-10_15_-15,12.64064502,87.35935498,0.0,0.0995,0.57,0.32,0.0104,0.0,0.0,500,0.807192856681267,CeCo_2-10_219.xy
CeCo_2-10_20_-15,12.23683191,87.76316809,0.0,0.1083,0.649,0.233,0.0101,0.0,0.0,500,0.6302763896875043,CeCo_2-10_236.xy
CeCo_2-10_25_-15,12.00644168,87.99355832,0.0,0.0715,0.686,0.235,0.0076,0.0,0.0,500,0.3861985935747314,CeCo_2-10_253.xy
CeCo_2-10_30_-15,11.517720469999999,88.48227953,0.0,0.0789,0.857,0.0563,0.0074,0.0,0.0,500,0.1666651451426206,CeCo_2-10_270.xy
CeCo_2-10_35_-15,10.91305346,89.08694654,0.0,0.0907,0.7122,0.1947,0.0024,0.0,0.0,500,0.06127035457018084,CeCo_2-10_287.xy
CeCo_2-10_40_-15,10.33414863,89.66585137,0.0,0.0853,0.9023,0.0,0.0124,0.0,0.0,500,,CeCo_2-10_304.xy
CeCo_2-10_-40_-10,10.99812795,89.00187205,0.0,0.0834,0.708,0.197,0.0116,0.0,0.0,500,0.05855479857388675,CeCo_2-10_33.xy
CeCo_2-10_-35_-10,11.991083230000001,88.00891677,0.0,0.0605,0.803,0.129,0.0073,0.0,0.0,500,0.048761416677459764,CeCo_2-10_50.xy
CeCo_2-10_-30_-10,12.26833957,87.73166043,0.0,0.0957,0.792,0.1028,0.0094,0.0,0.0,500,0.2580807108082075,CeCo_2-10_67.xy
CeCo_2-10_-25_-10,13.029778689999999,86.97022131,0.0,0.0494,0.606,0.335,0.009,0.0,0.0,500,0.6155989902455452,CeCo_2-10_84.xy
CeCo_2-10_-20_-10,13.47232518,86.52767482,0.0,0.0344,0.801,0.157,0.0078,0.0,0.0,500,0.9410239252916757,CeCo_2-10_101.xy
CeCo_2-10_-15_-10,13.87002321,86.12997679,0.0,0.0415,0.346,0.607,0.0058,0.0,0.0,500,1.1599762073783455,CeCo_2-10_118.xy
CeCo_2-10_-10_-10,14.701460290000002,85.29853971,0.0,0.0373,0.276,0.682,0.0048,0.0,0.0,500,1.3535017288326348,CeCo_2-10_135.xy
CeCo_2-10_-5_-10,14.08529865,85.91470135,0.0,0.0332,0.261,0.702,0.0044,0.0,0.0,500,1.4780364470120835,CeCo_2-10_152.xy
CeCo_2-10_0_-10,14.09712069,85.90287931,0.0,0.0333,0.235,0.729,0.0027,0.0,0.0,500,1.541884344867953,CeCo_2-10_169.xy
CeCo_2-10_5_-10,14.102705760000001,85.89729424,0.0,0.0304,0.234,0.73,0.0053,0.0,0.0,500,1.5474808554051085,CeCo_2-10_186.xy
CeCo_2-10_10_-10,13.98337525,86.01662475,0.0,0.0716,0.546,0.377,0.0055,0.0,0.0,500,1.5591934307600215,CeCo_2-10_203.xy
CeCo_2-10_15_-10,14.167160800000001,85.8328392,0.0,0.0412,0.267,0.686,0.0059,0.0,0.0,500,1.5250896395657356,CeCo_2-10_220.xy
CeCo_2-10_20_-10,13.578299269999999,86.42170073,0.0,0.0564,0.349,0.589,0.0052,0.0,0.0,500,1.3626399602929218,CeCo_2-10_237.xy
CeCo_2-10_25_-10,13.3103929,86.6896071,0.0,0.0641,0.415,0.514,0.0071,0.0,0.0,500,1.1415268955980578,CeCo_2-10_254.xy
CeCo_2-10_30_-10,12.7896161,87.2103839,0.0,0.0564,0.8317,0.1038,0.0081,0.0,0.0,500,0.7815252407480162,CeCo_2-10_271.xy
CeCo_2-10_35_-10,11.96962339,88.03037661,0.0,0.0873,0.787,0.1167,0.009,0.0,0.0,500,0.3424427433670324,CeCo_2-10_288.xy
CeCo_2-10_40_-10,11.17000558,88.82999442,0.0,0.0833,0.86,0.047,0.0088,0.0,0.0,500,0.07991988552820284,CeCo_2-10_305.xy
CeCo_2-10_-40_-5,11.9822627,88.0177373,0.0,0.0682,0.757,0.167,0.0082,0.0,0.0,500,0.032510686325179596,CeCo_2-10_34.xy
CeCo_2-10_-35_-5,12.89306315,87.10693685000001,0.0,0.0426,0.721,0.226,0.0108,0.0,0.0,500,0.2049924824651429,CeCo_2-10_51.xy
CeCo_2-10_-30_-5,13.44378242,86.55621758000001,0.0,0.0415,0.551,0.397,0.0098,0.0,0.0,500,0.6789306521847864,CeCo_2-10_68.xy
CeCo_2-10_-25_-5,13.859315720000001,86.14068428,0.0,0.0325,0.345,0.616,0.0056,0.0,0.0,500,1.0769720846909672,CeCo_2-10_85.xy
CeCo_2-10_-20_-5,14.623797020000001,85.37620298,0.0,0.0408,0.513,0.443,0.0031,0.0,0.0,500,1.3325412804191885,CeCo_2-10_102.xy
